USA,Database,Name,Accession,Type,Length,GC,CAI,Organism,Description
fasta::barcode71.ffn:bc71_02586,-,bc71_02586,-,N,1254,64.19,0.68,,Lipid III flippase
fasta::barcode71.ffn:bc71_02587,-,bc71_02587,-,N,1122,65.15,0.679,,lipopolysaccharide biosynthesis protein 
fasta::barcode71.ffn:bc71_02588,-,bc71_02588,-,N,168,58.33,0.426,,hypothetical protein
fasta::barcode71.ffn:bc71_02589,-,bc71_02589,-,N,423,64.3,0.736,,TDP-4-oxo-6-deoxy-alpha-D-glucose-34-oxoisomerase
fasta::barcode71.ffn:bc71_02590,-,bc71_02590,-,N,621,67.47,0.642,,Cytochrome b561 
fasta::barcode71.ffn:bc71_02591,-,bc71_02591,-,N,1407,65.32,0.726,,hypothetical protein
fasta::barcode71.ffn:bc71_02592,-,bc71_02592,-,N,396,62.37,0.708,,Cytochrome c2
fasta::barcode71.ffn:bc71_02593,-,bc71_02593,-,N,768,68.75,0.67,,hypothetical protein
fasta::barcode71.ffn:bc71_02594,-,bc71_02594,-,N,582,64.26,0.707,,alginate biosynthesis protein AlgZ/FimS 
fasta::barcode71.ffn:bc71_02595,-,bc71_02595,-,N,654,70.95,0.724,,hypothetical protein
fasta::barcode71.ffn:bc71_02596,-,bc71_02596,-,N,1317,68.19,0.754,,Subtilase family protein
fasta::barcode71.ffn:bc71_02597,-,bc71_02597,-,N,759,66.53,0.775,,cytochrome c-type biogenesis protein CcmC putative heme lyase for CcmE 
fasta::barcode71.ffn:bc71_02598,-,bc71_02598,-,N,204,73.04,0.73,,Heme exporter protein D (CcmD)
fasta::barcode71.ffn:bc71_02599,-,bc71_02599,-,N,471,65.82,0.76,,cytochrome c-type biogenesis protein CcmE heme chaperone 
fasta::barcode71.ffn:bc71_02600,-,bc71_02600,-,N,1998,67.87,0.713,,cytochrome c heme lyase subunit CcmF 
fasta::barcode71.ffn:bc71_02601,-,bc71_02601,-,N,543,64.64,0.732,,Thiol:disulfide interchange protein DsbE
fasta::barcode71.ffn:bc71_02602,-,bc71_02602,-,N,453,67.55,0.746,,Cytochrome C biogenesis protein
fasta::barcode71.ffn:bc71_02603,-,bc71_02603,-,N,726,68.18,0.651,,hypothetical protein
fasta::barcode71.ffn:bc71_02604,-,bc71_02604,-,N,2034,66.86,0.736,,Sensor histidine kinase RcsC
fasta::barcode71.ffn:bc71_02605,-,bc71_02605,-,N,1497,64.06,0.697,,Circadian clock protein kinase KaiC
fasta::barcode71.ffn:bc71_02606,-,bc71_02606,-,N,375,60.53,0.642,,two-component response regulator 
fasta::barcode71.ffn:bc71_02607,-,bc71_02607,-,N,2868,66.28,0.702,,Sensor histidine kinase RcsC
fasta::barcode71.ffn:bc71_02608,-,bc71_02608,-,N,129,65.12,0.714,,hypothetical protein
fasta::barcode71.ffn:bc71_02609,-,bc71_02609,-,N,738,61.65,0.672,,Nuclease
fasta::barcode71.ffn:bc71_02610,-,bc71_02610,-,N,318,62.89,0.588,,hypothetical protein
fasta::barcode71.ffn:bc71_02611,-,bc71_02611,-,N,219,70.32,0.666,,hypothetical protein
fasta::barcode71.ffn:bc71_02612,-,bc71_02612,-,N,237,62.03,0.507,,hypothetical protein
fasta::barcode71.ffn:bc71_02613,-,bc71_02613,-,N,618,63.11,0.561,,hypothetical protein
fasta::barcode71.ffn:bc71_02614,-,bc71_02614,-,N,894,68.68,0.61,,hypothetical protein
fasta::barcode71.ffn:bc71_02615,-,bc71_02615,-,N,762,66.54,0.587,,CE14: N-acetyl-1-D-myo-inosityl-2-amino-2-deoxy-alpha-D-glucopyranoside deacetylase  and 2 other functions.
fasta::barcode71.ffn:bc71_02616,-,bc71_02616,-,N,597,63.99,0.648,,Methyltransferase domain protein
fasta::barcode71.ffn:bc71_02617,-,bc71_02617,-,N,678,69.62,0.739,,Glycosyl transferase family 2
fasta::barcode71.ffn:bc71_02618,-,bc71_02618,-,N,222,62.16,0.532,,hypothetical protein
fasta::barcode71.ffn:bc71_02619,-,bc71_02619,-,N,552,61.59,0.549,,hypothetical protein
fasta::barcode71.ffn:bc71_02620,-,bc71_02620,-,N,1215,62.3,0.494,,IS4 family transposase IS1481A
fasta::barcode71.ffn:bc71_02621,-,bc71_02621,-,N,4182,58.44,0.491,,RHS Repeat protein
fasta::barcode71.ffn:bc71_02622,-,bc71_02622,-,N,285,57.89,0.455,,hypothetical protein
fasta::barcode71.ffn:bc71_02623,-,bc71_02623,-,N,381,58.27,0.481,,hypothetical protein
fasta::barcode71.ffn:bc71_02624,-,bc71_02624,-,N,264,58.33,0.657,,IS3 family transposase IS1404
fasta::barcode71.ffn:bc71_02625,-,bc71_02625,-,N,846,61.35,0.594,,IS3 family transposase IS1404
fasta::barcode71.ffn:bc71_02626,-,bc71_02626,-,N,186,52.69,0.462,,IS5 family transposase IS1480b
fasta::barcode71.ffn:bc71_02627,-,bc71_02627,-,N,3072,58.59,0.404,,AAA domain protein
fasta::barcode71.ffn:bc71_02628,-,bc71_02628,-,N,273,61.9,0.578,,IS3 family transposase ISXac3
fasta::barcode71.ffn:bc71_02629,-,bc71_02629,-,N,819,61.05,0.532,,IS3 family transposase ISXac3
fasta::barcode71.ffn:bc71_02630,-,bc71_02630,-,N,396,61.87,0.485,,hypothetical protein
fasta::barcode71.ffn:bc71_02631,-,bc71_02631,-,N,252,61.11,0.452,,hypothetical protein
fasta::barcode71.ffn:bc71_02632,-,bc71_02632,-,N,567,66.14,0.519,,DNA-invertase hin
fasta::barcode71.ffn:bc71_02633,-,bc71_02633,-,N,1068,61.89,0.417,,XopE2
fasta::barcode71.ffn:bc71_02634,-,bc71_02634,-,N,441,59.86,0.529,,hypothetical protein
fasta::barcode71.ffn:bc71_02635,-,bc71_02635,-,N,834,63.31,0.657,,IS3 family transposase ISXca1
fasta::barcode71.ffn:bc71_02636,-,bc71_02636,-,N,267,62.92,0.732,,IS3 family transposase ISXca1
fasta::barcode71.ffn:bc71_02637,-,bc71_02637,-,N,816,45.83,0.267,,hypothetical protein
fasta::barcode71.ffn:bc71_02638,-,bc71_02638,-,N,648,62.19,0.509,,hypothetical protein
fasta::barcode71.ffn:bc71_02639,-,bc71_02639,-,N,4017,63.68,0.535,,hypothetical protein
fasta::barcode71.ffn:bc71_02640,-,bc71_02640,-,N,642,57.32,0.433,,hypothetical protein
fasta::barcode71.ffn:bc71_02641,-,bc71_02641,-,N,282,48.58,0.427,,hypothetical protein
fasta::barcode71.ffn:bc71_02642,-,bc71_02642,-,N,612,50.82,0.396,,hypothetical protein
fasta::barcode71.ffn:bc71_02643,-,bc71_02643,-,N,360,47.78,0.433,,hypothetical protein
fasta::barcode71.ffn:bc71_02644,-,bc71_02644,-,N,474,49.16,0.353,,hypothetical protein
fasta::barcode71.ffn:bc71_02645,-,bc71_02645,-,N,606,57.26,0.438,,hypothetical protein
fasta::barcode71.ffn:bc71_02646,-,bc71_02646,-,N,480,63.75,0.554,,hypothetical protein
fasta::barcode71.ffn:bc71_02647,-,bc71_02647,-,N,333,62.16,0.516,,hypothetical protein
fasta::barcode71.ffn:bc71_02648,-,bc71_02648,-,N,498,56.83,0.447,,hypothetical protein
fasta::barcode71.ffn:bc71_02649,-,bc71_02649,-,N,756,55.82,0.393,,hypothetical protein
fasta::barcode71.ffn:bc71_02650,-,bc71_02650,-,N,468,63.25,0.528,,hypothetical protein
fasta::barcode71.ffn:bc71_02651,-,bc71_02651,-,N,291,62.89,0.599,,hypothetical protein
fasta::barcode71.ffn:bc71_02652,-,bc71_02652,-,N,903,60.8,0.533,,hypothetical protein
fasta::barcode71.ffn:bc71_02653,-,bc71_02653,-,N,447,57.94,0.555,,hypothetical protein
fasta::barcode71.ffn:bc71_02654,-,bc71_02654,-,N,840,56.19,0.403,,hypothetical protein
fasta::barcode71.ffn:bc71_02655,-,bc71_02655,-,N,270,60.74,0.51,,hypothetical protein
fasta::barcode71.ffn:bc71_02656,-,bc71_02656,-,N,762,47.24,0.299,,hypothetical protein
fasta::barcode71.ffn:bc71_02657,-,bc71_02657,-,N,981,61.98,0.631,,IS5 family transposase IS1646
fasta::barcode71.ffn:bc71_02658,-,bc71_02658,-,N,834,62.95,0.63,,IS3 family transposase IS476
fasta::barcode71.ffn:bc71_02659,-,bc71_02659,-,N,267,58.8,0.59,,IS3 family transposase IS476
fasta::barcode71.ffn:bc71_02660,-,bc71_02660,-,N,264,58.71,0.666,,IS3 family transposase IS1404
fasta::barcode71.ffn:bc71_02661,-,bc71_02661,-,N,846,61.94,0.598,,IS3 family transposase IS1404
fasta::barcode71.ffn:bc71_02662,-,bc71_02662,-,N,837,57.95,0.437,,hypothetical protein
fasta::barcode71.ffn:bc71_02663,-,bc71_02663,-,N,477,57.65,0.541,,IS3 family transposase ISXca2
fasta::barcode71.ffn:bc71_02664,-,bc71_02664,-,N,267,57.3,0.651,,IS3 family transposase ISXca2
fasta::barcode71.ffn:bc71_02665,-,bc71_02665,-,N,1074,57.08,0.418,,hypothetical protein
fasta::barcode71.ffn:bc71_02666,-,bc71_02666,-,N,279,62.01,0.523,,Helix-turn-helix
fasta::barcode71.ffn:bc71_02667,-,bc71_02667,-,N,762,64.96,0.546,,hypothetical protein
fasta::barcode71.ffn:bc71_02668,-,bc71_02668,-,N,315,63.81,0.589,,hypothetical protein
fasta::barcode71.ffn:bc71_02669,-,bc71_02669,-,N,381,62.2,0.536,,hypothetical protein
fasta::barcode71.ffn:bc71_02670,-,bc71_02670,-,N,1215,55.88,0.416,,hypothetical protein
fasta::barcode71.ffn:bc71_02671,-,bc71_02671,-,N,531,55.56,0.376,,hypothetical protein
fasta::barcode71.ffn:bc71_02672,-,bc71_02672,-,N,1965,57.51,0.457,,hypothetical protein
fasta::barcode71.ffn:bc71_02673,-,bc71_02673,-,N,1320,49.92,0.297,,Lysine-N-oxygenase MbtG (L-lysine 6-monooxygenase (lysine N6-hydroxylase 
fasta::barcode71.ffn:bc71_02674,-,bc71_02674,-,N,1467,60.33,0.5,,hypothetical protein
fasta::barcode71.ffn:bc71_02675,-,bc71_02675,-,N,90,58.89,0.349,,tRNA-Ser(tga)
fasta::barcode71.ffn:bc71_02676,-,bc71_02676,-,N,1005,67.46,0.764,,transcriptional regulator PtxR 
fasta::barcode71.ffn:bc71_02677,-,bc71_02677,-,N,1281,64.95,0.743,,Serine--tRNA ligase
fasta::barcode71.ffn:bc71_02678,-,bc71_02678,-,N,654,72.32,0.65,,hypothetical protein
fasta::barcode71.ffn:bc71_02679,-,bc71_02679,-,N,564,68.26,0.657,,hypothetical protein
fasta::barcode71.ffn:bc71_02680,-,bc71_02680,-,N,1317,67.5,0.645,,3-phosphoshikimate 1-carboxyvinyltransferase
fasta::barcode71.ffn:bc71_02681,-,bc71_02681,-,N,1203,62.09,0.709,,Bifunctional chorismate mutase/prephenate dehydratase
fasta::barcode71.ffn:bc71_02682,-,bc71_02682,-,N,1086,64.18,0.673,,Phosphoserine aminotransferase
fasta::barcode71.ffn:bc71_02683,-,bc71_02683,-,N,969,63.67,0.683,,Protein-methionine-sulfoxide reductase catalytic subunit MsrP
fasta::barcode71.ffn:bc71_02684,-,bc71_02684,-,N,657,64.99,0.639,,Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
fasta::barcode71.ffn:bc71_02685,-,bc71_02685,-,N,888,69.14,0.66,,Inner membrane component of T3SS cytoplasmic domain
fasta::barcode71.ffn:bc71_02686,-,bc71_02686,-,N,276,64.13,0.668,,Putative polyhydroxyalkanoic acid system protein (PHA_gran_rgn)
fasta::barcode71.ffn:bc71_02687,-,bc71_02687,-,N,561,68.63,0.688,,Poly(hydroxyalcanoate) granule associated protein (phasin)
fasta::barcode71.ffn:bc71_02688,-,bc71_02688,-,N,1002,69.36,0.619,,hypothetical protein
fasta::barcode71.ffn:bc71_02689,-,bc71_02689,-,N,765,68.76,0.688,,HTH-type transcriptional repressor DasR
fasta::barcode71.ffn:bc71_02690,-,bc71_02690,-,N,1371,69.66,0.696,,5'-deoxyadenosine deaminase
fasta::barcode71.ffn:bc71_02691,-,bc71_02691,-,N,1206,68.57,0.707,,Imidazolonepropionase
fasta::barcode71.ffn:bc71_02692,-,bc71_02692,-,N,1542,69.26,0.721,,Histidine ammonia-lyase
fasta::barcode71.ffn:bc71_02693,-,bc71_02693,-,N,843,66.31,0.732,,N-formylglutamate amidohydrolase
fasta::barcode71.ffn:bc71_02694,-,bc71_02694,-,N,1668,66.73,0.774,,Urocanate hydratase
fasta::barcode71.ffn:bc71_02695,-,bc71_02695,-,N,738,62.74,0.651,,hypothetical protein
fasta::barcode71.ffn:bc71_02696,-,bc71_02696,-,N,2463,66.67,0.696,,Glycerol dehydrogenase large subunit
fasta::barcode71.ffn:bc71_02697,-,bc71_02697,-,N,2700,63.56,0.745,,DNA gyrase subunit A
fasta::barcode71.ffn:bc71_02698,-,bc71_02698,-,N,1065,69.48,0.816,,Methylthioribose-1-phosphate isomerase
fasta::barcode71.ffn:bc71_02699,-,bc71_02699,-,N,687,67.1,0.761,,hypothetical protein
fasta::barcode71.ffn:bc71_02700,-,bc71_02700,-,N,975,65.85,0.663,,Elongation factor P--(R)-beta-lysine ligase
fasta::barcode71.ffn:bc71_02701,-,bc71_02701,-,N,2502,66.63,0.713,,DNA ligase
fasta::barcode71.ffn:bc71_02702,-,bc71_02702,-,N,1125,68.53,0.715,,Histidinol-phosphate aminotransferase
fasta::barcode71.ffn:bc71_02703,-,bc71_02703,-,N,735,64.63,0.726,,Cell division protein ZipA
fasta::barcode71.ffn:bc71_02704,-,bc71_02704,-,N,3504,66.84,0.769,,Chromosome partition protein Smc
fasta::barcode71.ffn:bc71_02705,-,bc71_02705,-,N,1128,71.54,0.483,,CE1: acetyl xylan esterase  and 6 other functions.
fasta::barcode71.ffn:bc71_02706,-,bc71_02706,-,N,450,64,0.803,,50S ribosomal protein L9
fasta::barcode71.ffn:bc71_02707,-,bc71_02707,-,N,231,58.01,0.727,,30S ribosomal protein S18
fasta::barcode71.ffn:bc71_02708,-,bc71_02708,-,N,435,61.84,0.767,,30S ribosomal protein S6
fasta::barcode71.ffn:bc71_02709,-,bc71_02709,-,N,339,66.37,0.77,,Protein SufA
fasta::barcode71.ffn:bc71_02710,-,bc71_02710,-,N,1395,64.52,0.805,,Asparagine--tRNA ligase
fasta::barcode71.ffn:bc71_02711,-,bc71_02711,-,N,255,67.06,0.587,,hypothetical protein
fasta::barcode71.ffn:bc71_02712,-,bc71_02712,-,N,306,66.67,0.631,,hypothetical protein
fasta::barcode71.ffn:bc71_02713,-,bc71_02713,-,N,336,65.18,0.797,,hypothetical protein
fasta::barcode71.ffn:bc71_02714,-,bc71_02714,-,N,639,66.2,0.722,,Protease synthase and sporulation protein PAI 2
fasta::barcode71.ffn:bc71_02715,-,bc71_02715,-,N,663,62.59,0.768,,Carbonic anhydrase 2
fasta::barcode71.ffn:bc71_02716,-,bc71_02716,-,N,531,63.84,0.772,,3-hydroxyanthranilate 34-dioxygenase
fasta::barcode71.ffn:bc71_02717,-,bc71_02717,-,N,2130,70.85,0.714,,Fusaric acid resistance protein family protein
fasta::barcode71.ffn:bc71_02718,-,bc71_02718,-,N,1272,68.95,0.734,,Kynureninase
fasta::barcode71.ffn:bc71_02719,-,bc71_02719,-,N,1371,66.45,0.738,,Kynurenine 3-monooxygenase
fasta::barcode71.ffn:bc71_02720,-,bc71_02720,-,N,1446,66.11,0.735,,Exodeoxyribonuclease I
fasta::barcode71.ffn:bc71_02721,-,bc71_02721,-,N,687,62.01,0.668,,hypothetical protein
fasta::barcode71.ffn:bc71_02722,-,bc71_02722,-,N,573,67.36,0.63,,hypothetical protein
fasta::barcode71.ffn:bc71_02723,-,bc71_02723,-,N,744,69.09,0.665,,Polyamine aminopropyltransferase
fasta::barcode71.ffn:bc71_02724,-,bc71_02724,-,N,966,66.98,0.728,,5'-nucleotidase
fasta::barcode71.ffn:bc71_02725,-,bc71_02725,-,N,777,67.05,0.746,,NAD kinase
fasta::barcode71.ffn:bc71_02726,-,bc71_02726,-,N,2136,67.46,0.746,,Ribosomal RNA large subunit methyltransferase K/L
fasta::barcode71.ffn:bc71_02727,-,bc71_02727,-,N,1614,71.25,0.671,,Nucleotide-binding protein ExpZ
fasta::barcode71.ffn:bc71_02728,-,bc71_02728,-,N,960,62.92,0.614,,hypothetical protein
fasta::barcode71.ffn:bc71_02729,-,bc71_02729,-,N,552,68.66,0.651,,Acetyltransferase (GNAT) family protein
fasta::barcode71.ffn:bc71_02730,-,bc71_02730,-,N,528,68.37,0.683,,hypothetical protein
fasta::barcode71.ffn:bc71_02731,-,bc71_02731,-,N,492,67.48,0.65,,hypothetical protein
fasta::barcode71.ffn:bc71_02732,-,bc71_02732,-,N,576,66.15,0.746,,N-acetylmuramoyl-L-alanine amidase
fasta::barcode71.ffn:bc71_02733,-,bc71_02733,-,N,750,68.8,0.689,,hypothetical protein
fasta::barcode71.ffn:bc71_02734,-,bc71_02734,-,N,888,72.07,0.664,,3-mercaptopyruvate sulfurtransferase
fasta::barcode71.ffn:bc71_02735,-,bc71_02735,-,N,798,67.42,0.645,,putative Nudix hydrolase NudL
fasta::barcode71.ffn:bc71_02736,-,bc71_02736,-,N,699,63.66,0.739,,macrophage infectivity potentiator Mip 
fasta::barcode71.ffn:bc71_02737,-,bc71_02737,-,N,783,66.79,0.685,,Short-chain-enoyl-CoA hydratase
fasta::barcode71.ffn:bc71_02738,-,bc71_02738,-,N,369,68.56,0.513,,hypothetical protein
fasta::barcode71.ffn:bc71_02739,-,bc71_02739,-,N,684,63.89,0.683,,Endonuclease III
fasta::barcode71.ffn:bc71_02740,-,bc71_02740,-,N,1560,64.42,0.658,,Sulfate permease family protein
fasta::barcode71.ffn:bc71_02741,-,bc71_02741,-,N,681,63.44,0.64,,Carbonic anhydrase 1
fasta::barcode71.ffn:bc71_02742,-,bc71_02742,-,N,342,61.99,0.548,,hypothetical protein
fasta::barcode71.ffn:bc71_02743,-,bc71_02743,-,N,1251,63.47,0.773,,Porin P
fasta::barcode71.ffn:bc71_02744,-,bc71_02744,-,N,1020,63.53,0.779,,Phosphate-binding protein PstS
fasta::barcode71.ffn:bc71_02745,-,bc71_02745,-,N,1092,66.21,0.829,,Phosphate-binding protein PstS
fasta::barcode71.ffn:bc71_02746,-,bc71_02746,-,N,975,62.77,0.688,,Phosphate transport system permease protein PstC
fasta::barcode71.ffn:bc71_02747,-,bc71_02747,-,N,864,63.54,0.743,,Phosphate transport system permease protein PstA
fasta::barcode71.ffn:bc71_02748,-,bc71_02748,-,N,831,61.25,0.744,,ferrienterobactin ABC transporter ATPase 
fasta::barcode71.ffn:bc71_02749,-,bc71_02749,-,N,711,64.14,0.738,,Phosphate-specific transport system accessory protein PhoU
fasta::barcode71.ffn:bc71_02750,-,bc71_02750,-,N,405,67.41,0.699,,Nickel/cobalt transporter regulator
fasta::barcode71.ffn:bc71_02751,-,bc71_02751,-,N,645,65.89,0.76,,Ribonuclease T
fasta::barcode71.ffn:bc71_02752,-,bc71_02752,-,N,2913,68.11,0.679,,Virginiamycin B lyase
fasta::barcode71.ffn:bc71_02753,-,bc71_02753,-,N,750,69.07,0.743,,23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
fasta::barcode71.ffn:bc71_02754,-,bc71_02754,-,N,474,63.92,0.591,,Glutathione-dependent formaldehyde-activating enzyme
fasta::barcode71.ffn:bc71_02755,-,bc71_02755,-,N,2526,64.77,0.737,,Ribonuclease R
fasta::barcode71.ffn:bc71_02756,-,bc71_02756,-,N,87,60.92,0.347,,tRNA-Leu(cag)
fasta::barcode71.ffn:bc71_02757,-,bc71_02757,-,N,1524,67.45,0.683,,CE3: acetyl xylan esterase .
fasta::barcode71.ffn:bc71_02758,-,bc71_02758,-,N,1149,64.06,0.79,,colibactin biosynthesis dehydrogenase ClbF 
fasta::barcode71.ffn:bc71_02759,-,bc71_02759,-,N,996,67.27,0.705,,2-methoxy-6-polyprenyl-14-benzoquinol methylase mitochondrial
fasta::barcode71.ffn:bc71_02760,-,bc71_02760,-,N,1140,64.74,0.698,,Methionine synthase
fasta::barcode71.ffn:bc71_02761,-,bc71_02761,-,N,2757,63.04,0.731,,Methionine synthase
fasta::barcode71.ffn:bc71_02762,-,bc71_02762,-,N,1206,62.77,0.728,,mannose-6-phosphate isomerase 
fasta::barcode71.ffn:bc71_02763,-,bc71_02763,-,N,987,67.38,0.68,,Fructokinase
fasta::barcode71.ffn:bc71_02764,-,bc71_02764,-,N,1311,63.84,0.709,,glucose/galactose transporter 
fasta::barcode71.ffn:bc71_02765,-,bc71_02765,-,N,1110,68.11,0.641,,sugar-binding transcriptional regulator LacI family 
fasta::barcode71.ffn:bc71_02766,-,bc71_02766,-,N,837,66.31,0.589,,Putative MetA-pathway of phenol degradation
fasta::barcode71.ffn:bc71_02767,-,bc71_02767,-,N,678,66.52,0.618,,hypothetical protein
fasta::barcode71.ffn:bc71_02768,-,bc71_02768,-,N,237,62.87,0.643,,Protein SlyX 
fasta::barcode71.ffn:bc71_02769,-,bc71_02769,-,N,1347,63.33,0.711,,UDP-glucose dehydrogenase 
fasta::barcode71.ffn:bc71_02770,-,bc71_02770,-,N,963,63.03,0.664,,Domain amino terminal to FKBP-type peptidyl-prolyl isomerase
fasta::barcode71.ffn:bc71_02771,-,bc71_02771,-,N,558,61.29,0.64,,Thioredoxin/glutathione peroxidase BtuE
fasta::barcode71.ffn:bc71_02772,-,bc71_02772,-,N,249,64.66,0.524,,hypothetical protein
fasta::barcode71.ffn:bc71_02773,-,bc71_02773,-,N,363,59.78,0.602,,Bacterial regulatory proteins gntR family
fasta::barcode71.ffn:bc71_02774,-,bc71_02774,-,N,876,64.16,0.767,,Vitamin B12 import ATP-binding protein BtuD
fasta::barcode71.ffn:bc71_02775,-,bc71_02775,-,N,987,66.16,0.707,,hypothetical protein
fasta::barcode71.ffn:bc71_02776,-,bc71_02776,-,N,825,65.82,0.677,,hypothetical protein
fasta::barcode71.ffn:bc71_02777,-,bc71_02777,-,N,534,66.48,0.662,,hypothetical protein
fasta::barcode71.ffn:bc71_02778,-,bc71_02778,-,N,423,65.01,0.696,,hypothetical protein
fasta::barcode71.ffn:bc71_02779,-,bc71_02779,-,N,1404,65.03,0.703,,Fumarate hydratase class II
fasta::barcode71.ffn:bc71_02780,-,bc71_02780,-,N,1323,67.8,0.733,,Hemolysin A 
fasta::barcode71.ffn:bc71_02781,-,bc71_02781,-,N,1368,65.06,0.744,,Adenylosuccinate lyase
fasta::barcode71.ffn:bc71_02782,-,bc71_02782,-,N,501,62.48,0.629,,hypothetical protein
fasta::barcode71.ffn:bc71_02783,-,bc71_02783,-,N,624,66.99,0.588,,hypothetical protein
fasta::barcode71.ffn:bc71_02784,-,bc71_02784,-,N,1548,67.83,0.798,,Cupin superfamily protein
fasta::barcode71.ffn:bc71_02785,-,bc71_02785,-,N,912,72.15,0.667,,hypothetical protein
fasta::barcode71.ffn:bc71_02786,-,bc71_02786,-,N,2829,64.33,0.783,,2-oxoglutarate dehydrogenase E1 component
fasta::barcode71.ffn:bc71_02787,-,bc71_02787,-,N,1215,64.03,0.736,,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
fasta::barcode71.ffn:bc71_02788,-,bc71_02788,-,N,1437,65.07,0.802,,Dihydrolipoyl dehydrogenase
fasta::barcode71.ffn:bc71_02789,-,bc71_02789,-,N,594,63.3,0.782,,Putative cytokinin riboside 5'-monophosphate phosphoribohydrolase
fasta::barcode71.ffn:bc71_02790,-,bc71_02790,-,N,594,68.52,0.675,,IMPACT family member YigZ
fasta::barcode71.ffn:bc71_02791,-,bc71_02791,-,N,1767,68.48,0.714,,RTX toxin transporter ATPase protein 
fasta::barcode71.ffn:bc71_02792,-,bc71_02792,-,N,900,68.33,0.671,,Hydrogen peroxide-inducible genes activator
fasta::barcode71.ffn:bc71_02793,-,bc71_02793,-,N,1692,65.37,0.724,,Hemolysin B 
fasta::barcode71.ffn:bc71_02794,-,bc71_02794,-,N,1086,69.89,0.755,,HlyD family secretion protein
fasta::barcode71.ffn:bc71_02795,-,bc71_02795,-,N,1404,66.38,0.678,,Outer membrane efflux protein
fasta::barcode71.ffn:bc71_02796,-,bc71_02796,-,N,198,64.65,0.552,,hypothetical protein
fasta::barcode71.ffn:bc71_02797,-,bc71_02797,-,N,1128,66.4,0.645,,Prephenate dehydrogenase
fasta::barcode71.ffn:bc71_02798,-,bc71_02798,-,N,909,67.99,0.625,,Pyridoxine/pyridoxal/pyridoxamine kinase
fasta::barcode71.ffn:bc71_02799,-,bc71_02799,-,N,1131,65.43,0.712,,Chaperone protein DnaJ
fasta::barcode71.ffn:bc71_02800,-,bc71_02800,-,N,1929,63.56,0.841,,Chaperone protein DnaK
fasta::barcode71.ffn:bc71_02801,-,bc71_02801,-,N,519,67.63,0.833,,Protein GrpE
fasta::barcode71.ffn:bc71_02802,-,bc71_02802,-,N,1053,69.14,0.754,,Heat-inducible transcription repressor HrcA
fasta::barcode71.ffn:bc71_02803,-,bc71_02803,-,N,1665,70.33,0.776,,DNA repair protein RecN 
fasta::barcode71.ffn:bc71_02804,-,bc71_02804,-,N,411,60.58,0.773,,Ferric uptake regulation protein
fasta::barcode71.ffn:bc71_02805,-,bc71_02805,-,N,396,61.36,0.676,,Outer membrane protein assembly factor BamE
fasta::barcode71.ffn:bc71_02806,-,bc71_02806,-,N,297,69.36,0.596,,hypothetical protein
fasta::barcode71.ffn:bc71_02807,-,bc71_02807,-,N,432,65.05,0.716,,Ribosome association toxin RatA
fasta::barcode71.ffn:bc71_02808,-,bc71_02808,-,N,504,64.09,0.753,,SsrA-binding protein
fasta::barcode71.ffn:bc71_02809,-,bc71_02809,-,N,2460,67.03,0.687,,Subtilase family protein
fasta::barcode71.ffn:bc71_02810,-,bc71_02810,-,N,397,57.43,0.355,,transfer-messenger RNA SsrA
fasta::barcode71.ffn:bc71_02811,-,bc71_02811,-,N,240,67.5,0.509,,hypothetical protein
